Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT293223,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-18
MT293224,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: WA,Homo sapiens,,2020-03-18
MT293225,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-18
MT295464,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,Homo sapiens,,2020-03-10
MT295465,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA,Homo sapiens,,2020-03-27
MT276323,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: RI,Homo sapiens,oronasopharynx,2020-02-28
MT276324,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: CA,Homo sapiens,oronasopharynx,2020-02-26
MT276325,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,oronasopharynx,2020-02-27
MT276326,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-02-29
MT276327,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-02-29
MT276328,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: OR,Homo sapiens,oronasopharynx,2020-02-27
MT276329,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,2020-02-28
MT276330,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,2020-02-28
MT276597,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,Israel,Homo sapiens,,2020-02
MT276598,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,Israel,Homo sapiens,,2020-03
MT262896,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262897,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262898,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262899,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262900,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262901,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262902,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262903,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262904,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262905,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262906,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262907,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262909,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262910,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262911,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262912,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262913,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262914,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262915,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262916,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-13
MT262993,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12
MT263074,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,Peru,Homo sapiens,,2020-03-10
MT263381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: WA,Homo sapiens,,2020-03-23
MT263382,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: WA,Homo sapiens,,2020-03-23
MT263383,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: WA,Homo sapiens,,2020-03-24
MT263384,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-23
MT263385,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29610,USA: WA,Homo sapiens,,2020-03-23
MT263386,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: CT,Homo sapiens,,2020-03-14
MT263387,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-16
MT263388,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29740,USA: WA,Homo sapiens,,2020-03-16
MT263389,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29454,USA: WA,Homo sapiens,,2020-03-16
MT263390,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29761,USA: WA,Homo sapiens,,2020-03-24
MT263391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29911,USA: WA,Homo sapiens,,2020-03-16
MT263392,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: WA,Homo sapiens,,2020-03-24
MT263393,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29529,USA: WA,Homo sapiens,,2020-03-14
MT263394,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29697,USA: WA,Homo sapiens,,2020-03-14
MT263395,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,USA: WA,Homo sapiens,,2020-03-14
MT263396,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,2020-03-13
MT263397,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29601,USA: WA,Homo sapiens,,2020-03-24
MT263398,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-03-24
MT263399,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,2020-03-24
MT263400,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-23
MT263401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29473,USA: WA,Homo sapiens,,2020-03-15
MT263402,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-23
MT263403,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-16
MT263404,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-24
MT263405,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: WA,Homo sapiens,,2020-03-16
MT263406,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: MN,Homo sapiens,,2020-03-13
MT263407,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29575,USA: CT,Homo sapiens,,2020-03-14
MT263408,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: WA,Homo sapiens,,2020-03-24
MT263409,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29443,USA: WA,Homo sapiens,,2020-03-13
MT263410,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-16
MT263411,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: CT,Homo sapiens,,2020-03-14
MT263412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-16
MT263413,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens,,2020-03-16
MT263414,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-24
MT263415,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: MN,Homo sapiens,,2020-03-13
MT263416,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens,,2020-03-16
MT263417,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-24
MT263418,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA: WA,Homo sapiens,,2020-03-16
MT263419,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-16
MT263420,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-20
MT263421,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: WA,Homo sapiens,,2020-03-24
MT263422,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: WA,Homo sapiens,,2020-03-16
MT263423,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-23
MT263424,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: WA,Homo sapiens,,2020-03-24
MT263425,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-24
MT263426,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,USA: WA,Homo sapiens,,2020-03-16
MT263427,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: WA,Homo sapiens,,2020-03-16
MT263428,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA: IL,Homo sapiens,,2020-03-13
MT263429,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,USA: IL,Homo sapiens,,2020-03-13
MT263430,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens,,2020-03-24
MT263431,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24
MT263432,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-24
MT263433,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: IL,Homo sapiens,,2020-03-13
MT263434,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-24
MT263435,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: WA,Homo sapiens,,2020-03-24
MT263436,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-24
MT263437,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-14
MT263438,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA,Homo sapiens,,2020-03
MT263439,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24
MT263440,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-24
MT263441,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,USA: WA,Homo sapiens,,2020-03-24
MT263442,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: WA,Homo sapiens,,2020-03-24
MT263443,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-24
MT263444,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-20
MT263445,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-24
MT263446,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-24
MT263447,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-14
MT263448,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-16
MT263449,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-24
MT263450,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-24
MT263451,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29693,USA: WA,Homo sapiens,,2020-03-16
MT263452,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-17
MT263453,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,USA: WA,Homo sapiens,,2020-03-24
MT263454,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: WA,Homo sapiens,,2020-03
MT263455,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,USA: WA,Homo sapiens,,2020-03-24
MT263456,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,USA: WA,Homo sapiens,,2020-03-24
MT263457,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,USA: WA,Homo sapiens,,2020-03-15
MT263458,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-03-15
MT263459,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29917,USA: WA,Homo sapiens,,2020-03-24
MT263460,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29755,USA: IL,Homo sapiens,,2020-03-12
MT263461,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: WA,Homo sapiens,,2020-03-22
MT263462,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,USA: WA,Homo sapiens,,2020-03-23
MT263463,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CT,Homo sapiens,,2020-03-16
MT263464,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens,,2020-03-16
MT263465,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,2020-03-16
MT263466,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29634,USA: WA,Homo sapiens,,2020-03-16
MT263467,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens,,2020-03-16
MT263468,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens,,2020-03-17
MT263469,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-15
MT256917,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-03-02
MT256918,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain: Valencia,Homo sapiens,,2020-03-06
MT256924,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Colombia: Antioquia,Homo sapiens,,2020-03-11
MT258377,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258378,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258379,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258380,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258381,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258382,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT258383,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,"USA: San Francisco, CA",Homo sapiens,,2020-03-18
MT259226,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-10
MT259227,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26
MT259228,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26
MT259229,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-26
MT259230,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25
MT259231,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"China: Hubei, Wuhan",Homo sapiens,oronasopharynx,2020-01-25
MT259235,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29751,USA: WA,Homo sapiens,,2020-03-13
MT259236,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-16
MT259237,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-16
MT259238,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29161,USA: WA,Homo sapiens,,2020-03-16
MT259239,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29583,USA: WA,Homo sapiens,,2020-03-16
MT259240,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29544,USA: WA,Homo sapiens,,2020-03-16
MT259241,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29682,USA: WA,Homo sapiens,,2020-03-16
MT259242,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29173,USA: CT,Homo sapiens,,2020-03-14
MT259243,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29757,USA: WA,Homo sapiens,,2020-03-13
MT259244,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-16
MT259245,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: WA,Homo sapiens,,2020-03-15
MT259246,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-13
MT259247,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29646,USA: WA,Homo sapiens,,2020-03-16
MT259248,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: CT,Homo sapiens,,2020-03-14
MT259249,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens,,2020-03-13
MT259250,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29702,USA: WA,Homo sapiens,,2020-03-14
MT259251,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-03-14
MT259252,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-14
MT259253,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,2020-03-16
MT259254,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: WA,Homo sapiens,,2020-03-16
MT259255,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29450,USA: WA,Homo sapiens,,2020-03-16
MT259256,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-13
MT259257,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-16
MT259258,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29657,USA: MN,Homo sapiens,,2020-03-13
MT259259,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29280,USA: WA,Homo sapiens,,2020-03-16
MT259260,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-16
MT259261,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: WA,Homo sapiens,,2020-03-16
MT259262,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29599,USA: WA,Homo sapiens,,2020-03-14
MT259263,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,USA: WA,Homo sapiens,,2020-03-13
MT259264,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA: WA,Homo sapiens,,2020-03-13
MT259265,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29468,USA: WA,Homo sapiens,,2020-03-13
MT259266,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens,,2020-03-13
MT259267,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-14
MT259268,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29759,USA: WA,Homo sapiens,,2020-03-13
MT259269,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,USA: WA,Homo sapiens,,2020-03-14
MT259270,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29436,USA: WA,Homo sapiens,,2020-03-16
MT259271,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-15
MT259272,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29389,USA: WA,Homo sapiens,,2020-03-13
MT259273,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens,,2020-03-15
MT259274,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,USA: WA,Homo sapiens,,2020-03-14
MT259275,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: WA,Homo sapiens,,2020-03-14
MT259276,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,2020-03-15
MT259277,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-03-15
MT259278,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens,,2020-03-15
MT259279,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29399,USA: WA,Homo sapiens,,2020-03-15
MT259280,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29642,USA: WA,Homo sapiens,,2020-03-15
MT259281,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-15
MT259282,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens,,2020-03-15
MT259283,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29192,USA: WA,Homo sapiens,,2020-03-15
MT259284,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29432,USA: WA,Homo sapiens,,2020-03-15
MT259285,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens,,2020-03-15
MT259286,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: WA,Homo sapiens,,2020-03-15
MT259287,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29688,USA: WA,Homo sapiens,,2020-03-15
LC534418,2020-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,Japan,Homo sapiens,"lung, oronasopharynx",2020-02-14
LC534419,2020-03-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,Japan,Homo sapiens,oronasopharynx,2020-03-09
MT251972,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: WA,Homo sapiens,,2020-03-14
MT251973,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-14
MT251974,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: CT,Homo sapiens,,2020-03-12
MT251975,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens,,2020-03-14
MT251976,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: WA,Homo sapiens,,2020-03-14
MT251977,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-14
MT251978,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29905,USA: WA,Homo sapiens,,2020-03-14
MT251979,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-14
MT251980,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA: WA,Homo sapiens,,2020-03-13
MT253696,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,"China: Zhejiang, Hangzhou",Homo sapiens,"lung, oronasopharynx",2020-01-23
